"Name","Description","OperatingSystem","Platform","Locality","Location","Class","MacAddress","SshPublicKey","AuthIndicator","ManagedBy","Hostgroups","Tier","Purpose"
"nyc-conten-098","Workstation for Content Management Consultant Robin Young","Windows 11 Pro","Dell OptiPlex 3090","New York - Strategy","","workstation","00:11:22:33:44:62","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-conten-099","Workstation for Content Management Consultant Peter Saddow","Windows 11 Pro","Dell OptiPlex 3090","New York - Strategy","","workstation","00:11:22:33:44:63","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-conten-100","Workstation for Content Management Consultant Vladimir Egorov","Windows 11 Pro","Dell OptiPlex 3090","New York - Strategy","","workstation","00:11:22:33:44:64","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-conten-101","Workstation for Content Management Consultant Esther Valle","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:65","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-102","Workstation for Strategy Consultant Lori Kane","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:66","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-103","Workstation for Engineer Cliff Diddier","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:67","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-104","Workstation for Engineer Chen Yang","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:68","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-105","Workstation for Engineer Bernard Tham","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:69","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-106","Workstation for Engineer Ari Suominen","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:6A","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-creati-107","Workstation for Engineer Anu Deshpande","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:6B","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-108","Workstation for Engineer Allan Guinot","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:6C","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-crmstr-109","Workstation for CRM Consultant Toby Nixon","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:6D","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-crmstr-110","Workstation for CRM Consultant Tad Orman","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:6E","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-crmstr-111","Workstation for CRM Consultant Jeff Williams","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:6F","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-strate-112","Workstation for Strategy Consultant Frank Miller","Windows 11 Pro","Dell Latitude 5530","New York - Strategy","","workstation","00:11:22:33:44:70","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-strate-113","Workstation for Strategy Consultant William Vong","Windows 11 Pro","Dell Latitude 5530","New York - Strategy","","workstation","00:11:22:33:44:71","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-strate-114","Workstation for Strategy Consultant Sameer Tejani","Windows 11 Pro","Dell Latitude 5530","New York - Strategy","","workstation","00:11:22:33:44:72","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-115","Workstation for Strategy Consultant Jon Jaffe","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:73","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-strate-116","Workstation for Strategy Consultant Mike Ray","Windows 11 Pro","Dell Latitude 5530","New York - Strategy","","workstation","00:11:22:33:44:74","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-conten-117","Workstation for Content Management Consultant Robert O'Hara","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:75","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-118","Workstation for Strategy Consultant Lisa Miller","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:76","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-crmstr-119","Workstation for CRM Consultant Jason Carlson","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:77","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-120","Workstation for Strategy Consultant Jim Corbin","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:78","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-121","Workstation for Strategy Consultant Jesus Escolar","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:79","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-122","Workstation for Strategy Consultant Idan Rubin","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:7A","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-123","Workstation for Strategy Consultant Don Hall","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:7B","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-124","Workstation for Strategy Consultant Blaine Dockter","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:7C","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-125","Workstation for Strategy Consultant Anne Weiler","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:7D","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-126","Workstation for Strategy Consultant Allison Brown","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:7E","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-127","Workstation for Engineer Valery Ushakov","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:7F","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-crmstr-128","Workstation for CRM Consultant Tosh Meston","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:80","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-conten-129","Workstation for Content Management Consultant Sanjay Patel","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:81","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-strate-130","Workstation for Strategy Consultant Roland Wacker","Windows 11 Pro","Dell Latitude 5530","New York - Strategy","","workstation","00:11:22:33:44:82","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-131","Workstation for Project Manager David Derwin","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:83","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-131","Executive laptop for David Derwin","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:83","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-132","Workstation for Strategy Consultant John Yokum","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:84","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-133","Workstation for Project Manager Scott Rockfield","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:85","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-133","Executive laptop for Scott Rockfield","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:85","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-134","Workstation for Project Manager Humberto Acevedo","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:86","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-134","Executive laptop for Humberto Acevedo","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:86","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-135","Workstation for Project Manager David So","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:87","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-135","Executive laptop for David So","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:87","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-136","Workstation for Project Manager Anders Madsen","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:88","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-136","Executive laptop for Anders Madsen","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:88","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-137","Workstation for Project Manager Alexandre Silva","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:89","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-137","Executive laptop for Alexandre Silva","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:89","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-138","Workstation for Project Manager Stuart Munson","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:8A","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-138","Executive laptop for Stuart Munson","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:8A","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-139","Workstation for Project Manager Qiong Wu","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:8B","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-139","Executive laptop for Qiong Wu","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:8B","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-140","Workstation for Project Manager Michiko Osada","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:8C","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-140","Executive laptop for Michiko Osada","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:8C","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-141","Workstation for Project Manager Michael Zeman","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:8D","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-141","Executive laptop for Michael Zeman","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:8D","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-142","Workstation for Project Manager Maurice Taylor","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:8E","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-142","Executive laptop for Maurice Taylor","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:8E","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-143","Workstation for Project Manager Guido Pica","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:8F","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-143","Executive laptop for Guido Pica","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:8F","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-144","Workstation for Project Manager Jessica Arnold","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:90","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-144","Executive laptop for Jessica Arnold","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:90","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-fin-accoun-145","Workstation for Accountant Chase Carpenter","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Finance","","workstation","00:11:22:33:44:91","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-146","Workstation for Strategy Consultant Terrence Phillip","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:92","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-147","Workstation for Strategy Consultant Hugo Garcia","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:93","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-148","Workstation for Strategy Consultant Jeremy Los","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:94","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-149","Workstation for Strategy Consultant John Ganio","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:95","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-150","Workstation for Strategy Consultant Lina Abola","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:96","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-151","Workstation for Strategy Consultant Mark Hanson","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:97","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-152","Workstation for Project Manager Jaka Stele","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:98","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-152","Executive laptop for Jaka Stele","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:98","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-153","Workstation for Strategy Consultant Steven Wright","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:99","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-154","Workstation for Project Manager Dough Mahugh","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:9A","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-154","Executive laptop for Dough Mahugh","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:9A","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-155","Workstation for Project Manager Andrea Dunker","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:9B","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-155","Executive laptop for Andrea Dunker","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:9B","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-156","Workstation for Project Manager Carlos Grilo","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:9C","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-156","Executive laptop for Carlos Grilo","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:9C","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-157","Workstation for Project Manager Chris McGurk","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:9D","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-157","Executive laptop for Chris McGurk","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:9D","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-158","Workstation for Project Manager Dan Bacon","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:9E","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-158","Executive laptop for Dan Bacon","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:9E","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-159","Workstation for Project Manager Daniel Durrer","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:9F","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-159","Executive laptop for Daniel Durrer","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:9F","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-fin-accoun-160","Workstation for Accountant James Wittrell","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Finance","","workstation","00:11:22:33:44:A0","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-161","Workstation for Strategy Consultant Scott MacDonald","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:A1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-162","Workstation for Strategy Consultant Renee Lo","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:A2","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-conten-163","Workstation for Content Management Consultant Cari Drummelle","Windows 11 Pro","Dell OptiPlex 3090","New York - Strategy","","workstation","00:11:22:33:44:A3","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-conten-164","Workstation for Content Management Consultant Alfons Parovszky","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:A4","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-conten-165","Workstation for Content Management Consultant Matt Hink","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:A5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-crmstr-166","Workstation for CRM Consultant Lorraine Nay","Windows 11 Pro","Dell OptiPlex 3090","London - International","","workstation","00:11:22:33:44:A6","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-167","Workstation for Strategy Consultant Iben Thorell","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:A7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-conten-168","Workstation for Business Process Manager Magnus Hedlund","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:A8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-168","Executive laptop for Magnus Hedlund","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:A8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-conten-169","Workstation for Content Management Consultant Erik Andersen","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:A9","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-170","Workstation for Engineer Corinna Bolender","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","00:11:22:33:44:AA","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-171","Workstation for Strategy Consultant Trey Pratt","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:AB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-172","Workstation for Salesperson John Kane","Windows 11 Pro","Dell OptiPlex 5090","Dallas - South","","workstation","00:11:22:33:44:AC","","","","workstations;site-dallassouth","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-173","Workstation for Strategy Consultant Parna Khot","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:AD","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-174","Workstation for Strategy Consultant Kim Ralls","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:AE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-175","Workstation for Strategy Consultant Jan Kotas","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:AF","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-contrc-176","Workstation for Project Manager Thomas Hamborg","Windows 11 Pro","Dell Latitude 5420","Seattle - Main","","workstation","00:11:22:33:44:B0","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-176","Executive laptop for Thomas Hamborg","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:B0","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-177","Workstation for Strategy Consultant Lolan Song","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:B1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-fin-accoun-178","Workstation for Accounting Manager Lars Hansson","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Finance","","workstation","00:11:22:33:44:B2","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-178","Executive laptop for Lars Hansson","Windows 11 Pro","Dell Latitude 9330","Seattle - Finance","","workstation","00:11:22:33:EE:B2","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-fin-accoun-179","Workstation for Accountant Jill Frank","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Finance","","workstation","00:11:22:33:44:B3","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-fin-accoun-180","Workstation for Accountant Joel Lachance","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Finance","","workstation","00:11:22:33:44:B4","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-181","Workstation for Strategy Consultant John John","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:B5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-182","Workstation for Strategy Consultant Jun Cao","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:B6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-183","Workstation for Strategy Consultant Tony Wang","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:B7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-184","Workstation for Strategy Consultant Kenneth Cools","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:B8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-185","Workstation for Strategy Consultant Steve Masters","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:B9","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-186","Workstation for Strategy Consultant Lubor Kollar","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:BA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-187","Workstation for Strategy Consultant Michael Ludwig","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:BB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-188","Workstation for Strategy Consultant Michael Lund","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:BC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-189","Workstation for Strategy Consultant Michael Sullivan","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:BD","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
