"Key","DisplayName","OperatingSystem","OperatingSystemVersion","IsCompliant","IsManaged","AccountEnabled","RegisteredOwner","Tier","Purpose"
"nycconten098","NYC-CONTEN-098","Windows","10.0.19045","TRUE","TRUE","TRUE","robiny","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile068","MOBILE-068","MacOS","14.5","FALSE","FALSE","TRUE","robiny","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycconten099","NYC-CONTEN-099","Android","14","FALSE","TRUE","TRUE","peters","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile069","MOBILE-069","Windows","10.0.26100","FALSE","FALSE","TRUE","peters","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycconten100","NYC-CONTEN-100","Windows","10.0.26100","TRUE","TRUE","TRUE","vladime","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile070","MOBILE-070","Windows","10.0.26100","TRUE","TRUE","TRUE","vladime","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"lonconten101","LON-CONTEN-101","Windows","10.0.26100","FALSE","FALSE","TRUE","estherv","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile071","MOBILE-071","Android","14","FALSE","TRUE","TRUE","estherv","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate102","SEA-STRATE-102","IPhone","17.5.1","FALSE","TRUE","TRUE","lorik","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile072","MOBILE-072","Windows","10.0.19045","FALSE","FALSE","TRUE","lorik","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine103","SEA-ENG-ENGINE-103","MacOS","14.5","FALSE","FALSE","TRUE","cliffd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile073","MOBILE-073","MacOS","14.5","FALSE","FALSE","TRUE","cliffd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine104","SEA-ENG-ENGINE-104","Windows","10.0.22631","FALSE","TRUE","TRUE","cheny","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile074","MOBILE-074","Windows","10.0.19045","FALSE","FALSE","TRUE","cheny","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine105","SEA-ENG-ENGINE-105","Android","14","TRUE","TRUE","TRUE","bernart","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile075","MOBILE-075","Android","14","TRUE","TRUE","TRUE","bernart","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine106","SEA-ENG-ENGINE-106","IPhone","17.5.1","FALSE","FALSE","TRUE","aris","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile076","MOBILE-076","Windows","10.0.19045","FALSE","TRUE","TRUE","aris","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacreati107","SEA-CREATI-107","IPhone","17.5.1","FALSE","FALSE","TRUE","anud","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile077","MOBILE-077","Android","14","FALSE","FALSE","TRUE","anud","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine108","SEA-ENG-ENGINE-108","IPhone","17.5.1","TRUE","TRUE","TRUE","allang","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile078","MOBILE-078","Windows","10.0.22631","FALSE","TRUE","TRUE","allang","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"loncrmstr109","LON-CRMSTR-109","IPhone","17.5.1","FALSE","FALSE","TRUE","tobyn","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile079","MOBILE-079","Windows","10.0.19045","FALSE","FALSE","TRUE","tobyn","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"loncrmstr110","LON-CRMSTR-110","Android","14","FALSE","FALSE","TRUE","tado","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile080","MOBILE-080","Windows","10.0.26100","TRUE","TRUE","TRUE","tado","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"loncrmstr111","LON-CRMSTR-111","Windows","10.0.19045","FALSE","TRUE","TRUE","jeffw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile081","MOBILE-081","MacOS","14.5","TRUE","TRUE","TRUE","jeffw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycstrate112","NYC-STRATE-112","Windows","10.0.26100","TRUE","TRUE","TRUE","frankm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile082","MOBILE-082","Windows","10.0.19045","FALSE","FALSE","TRUE","frankm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycstrate113","NYC-STRATE-113","Android","14","TRUE","TRUE","TRUE","williav","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile083","MOBILE-083","Windows","10.0.19045","FALSE","TRUE","TRUE","williav","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycstrate114","NYC-STRATE-114","MacOS","14.5","FALSE","FALSE","TRUE","sameert","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile084","MOBILE-084","Windows","10.0.22631","FALSE","FALSE","TRUE","sameert","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate115","SEA-STRATE-115","Windows","10.0.26100","FALSE","FALSE","TRUE","jonj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile085","MOBILE-085","IPhone","17.5.1","TRUE","TRUE","TRUE","jonj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycstrate116","NYC-STRATE-116","IPhone","17.5.1","TRUE","TRUE","TRUE","miker","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile086","MOBILE-086","MacOS","14.5","TRUE","TRUE","TRUE","miker","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaconten117","SEA-CONTEN-117","Windows","10.0.26100","TRUE","TRUE","TRUE","roberto","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile087","MOBILE-087","Windows","10.0.22631","TRUE","TRUE","TRUE","roberto","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate118","SEA-STRATE-118","Android","14","TRUE","TRUE","TRUE","lisam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile088","MOBILE-088","Windows","10.0.22631","TRUE","TRUE","TRUE","lisam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"loncrmstr119","LON-CRMSTR-119","Android","14","TRUE","TRUE","TRUE","jasonc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile089","MOBILE-089","MacOS","14.5","TRUE","TRUE","TRUE","jasonc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate120","SEA-STRATE-120","Windows","10.0.22631","TRUE","TRUE","TRUE","jimc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile090","MOBILE-090","MacOS","14.5","FALSE","TRUE","TRUE","jimc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate121","SEA-STRATE-121","Windows","10.0.26100","TRUE","TRUE","TRUE","jesuse","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile091","MOBILE-091","Windows","10.0.19045","FALSE","TRUE","TRUE","jesuse","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate122","SEA-STRATE-122","Windows","10.0.22631","TRUE","TRUE","TRUE","idanr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile092","MOBILE-092","Windows","10.0.22631","TRUE","TRUE","TRUE","idanr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate123","SEA-STRATE-123","IPhone","17.5.1","FALSE","TRUE","TRUE","donh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile093","MOBILE-093","MacOS","14.5","TRUE","TRUE","TRUE","donh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate124","SEA-STRATE-124","Windows","10.0.19045","FALSE","TRUE","TRUE","blained","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile094","MOBILE-094","Windows","10.0.26100","TRUE","TRUE","TRUE","blained","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate125","SEA-STRATE-125","MacOS","14.5","TRUE","TRUE","TRUE","annew","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile095","MOBILE-095","Windows","10.0.22631","FALSE","TRUE","TRUE","annew","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate126","SEA-STRATE-126","IPhone","17.5.1","FALSE","TRUE","TRUE","allisob","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile096","MOBILE-096","Windows","10.0.26100","FALSE","FALSE","TRUE","allisob","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine127","SEA-ENG-ENGINE-127","Windows","10.0.26100","FALSE","FALSE","TRUE","valeryu","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile097","MOBILE-097","Windows","10.0.22631","FALSE","FALSE","TRUE","valeryu","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"loncrmstr128","LON-CRMSTR-128","Windows","10.0.19045","TRUE","TRUE","TRUE","toshm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile098","MOBILE-098","Windows","10.0.22631","FALSE","TRUE","TRUE","toshm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaconten129","SEA-CONTEN-129","IPhone","17.5.1","FALSE","FALSE","TRUE","sanjayp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile099","MOBILE-099","Android","14","FALSE","FALSE","TRUE","sanjayp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycstrate130","NYC-STRATE-130","Windows","10.0.22631","TRUE","TRUE","TRUE","rolandw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile100","MOBILE-100","IPhone","17.5.1","TRUE","TRUE","TRUE","rolandw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc131","SEA-CONTRC-131","Windows","10.0.19045","FALSE","FALSE","TRUE","davidd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile101","MOBILE-101","IPhone","17.5.1","TRUE","TRUE","TRUE","davidd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop131","LAPTOP-131","Windows","10.0.26100","TRUE","TRUE","TRUE","davidd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seastrate132","SEA-STRATE-132","Windows","10.0.26100","FALSE","TRUE","TRUE","johny","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile102","MOBILE-102","Windows","10.0.19045","TRUE","TRUE","TRUE","johny","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc133","SEA-CONTRC-133","Android","14","FALSE","TRUE","TRUE","scottr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile103","MOBILE-103","Android","14","TRUE","TRUE","TRUE","scottr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop133","LAPTOP-133","Windows","10.0.19045","TRUE","TRUE","TRUE","scottr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc134","SEA-CONTRC-134","Windows","10.0.22631","TRUE","TRUE","TRUE","humbera","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile104","MOBILE-104","Windows","10.0.22631","TRUE","TRUE","TRUE","humbera","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop134","LAPTOP-134","Windows","10.0.19045","FALSE","FALSE","TRUE","humbera","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc135","SEA-CONTRC-135","Windows","10.0.22631","FALSE","TRUE","TRUE","davids1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile105","MOBILE-105","Android","14","TRUE","TRUE","TRUE","davids1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop135","LAPTOP-135","Windows","10.0.22631","TRUE","TRUE","TRUE","davids1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc136","SEA-CONTRC-136","Android","14","FALSE","TRUE","TRUE","andersm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile106","MOBILE-106","Windows","10.0.26100","TRUE","TRUE","TRUE","andersm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop136","LAPTOP-136","Android","14","TRUE","TRUE","TRUE","andersm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc137","SEA-CONTRC-137","Windows","10.0.22631","FALSE","FALSE","TRUE","alexans","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile107","MOBILE-107","Windows","10.0.22631","TRUE","TRUE","TRUE","alexans","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop137","LAPTOP-137","Windows","10.0.19045","FALSE","TRUE","TRUE","alexans","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc138","SEA-CONTRC-138","Windows","10.0.19045","TRUE","TRUE","TRUE","stuartm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile108","MOBILE-108","Windows","10.0.26100","FALSE","TRUE","TRUE","stuartm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop138","LAPTOP-138","Windows","10.0.19045","FALSE","TRUE","TRUE","stuartm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc139","SEA-CONTRC-139","Windows","10.0.22631","TRUE","TRUE","TRUE","qiongw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile109","MOBILE-109","Windows","10.0.19045","TRUE","TRUE","TRUE","qiongw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop139","LAPTOP-139","IPhone","17.5.1","TRUE","TRUE","TRUE","qiongw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc140","SEA-CONTRC-140","Windows","10.0.19045","FALSE","FALSE","TRUE","michiko","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile110","MOBILE-110","MacOS","14.5","TRUE","TRUE","TRUE","michiko","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop140","LAPTOP-140","Windows","10.0.19045","FALSE","FALSE","TRUE","michiko","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc141","SEA-CONTRC-141","Windows","10.0.22631","TRUE","TRUE","TRUE","michaez","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile111","MOBILE-111","Android","14","TRUE","TRUE","TRUE","michaez","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop141","LAPTOP-141","Windows","10.0.19045","TRUE","TRUE","TRUE","michaez","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc142","SEA-CONTRC-142","MacOS","14.5","TRUE","TRUE","TRUE","maurict","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile112","MOBILE-112","Android","14","TRUE","TRUE","TRUE","maurict","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop142","LAPTOP-142","MacOS","14.5","TRUE","TRUE","TRUE","maurict","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc143","SEA-CONTRC-143","MacOS","14.5","FALSE","TRUE","TRUE","guidop","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile113","MOBILE-113","Windows","10.0.22631","FALSE","TRUE","TRUE","guidop","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop143","LAPTOP-143","Windows","10.0.19045","TRUE","TRUE","TRUE","guidop","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc144","SEA-CONTRC-144","IPhone","17.5.1","TRUE","TRUE","TRUE","jessica","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile114","MOBILE-114","IPhone","17.5.1","TRUE","TRUE","TRUE","jessica","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop144","LAPTOP-144","IPhone","17.5.1","TRUE","TRUE","TRUE","jessica","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seafinaccoun145","SEA-FIN-ACCOUN-145","MacOS","14.5","TRUE","TRUE","TRUE","chasec","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile115","MOBILE-115","Windows","10.0.22631","TRUE","TRUE","TRUE","chasec","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc146","SEA-CONTRC-146","Windows","10.0.22631","FALSE","TRUE","TRUE","terrenp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile116","MOBILE-116","Windows","10.0.19045","TRUE","TRUE","TRUE","terrenp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc147","SEA-CONTRC-147","Windows","10.0.22631","FALSE","FALSE","TRUE","hugog","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile117","MOBILE-117","IPhone","17.5.1","TRUE","TRUE","TRUE","hugog","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc148","SEA-CONTRC-148","MacOS","14.5","TRUE","TRUE","TRUE","jeremyl","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile118","MOBILE-118","Windows","10.0.26100","FALSE","TRUE","TRUE","jeremyl","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc149","SEA-CONTRC-149","IPhone","17.5.1","TRUE","TRUE","TRUE","johng","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile119","MOBILE-119","Windows","10.0.22631","TRUE","TRUE","TRUE","johng","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc150","SEA-CONTRC-150","Windows","10.0.19045","TRUE","TRUE","TRUE","linaa","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile120","MOBILE-120","Windows","10.0.26100","TRUE","TRUE","TRUE","linaa","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc151","SEA-CONTRC-151","Windows","10.0.22631","TRUE","TRUE","TRUE","markh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile121","MOBILE-121","Windows","10.0.19045","TRUE","TRUE","TRUE","markh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc152","SEA-CONTRC-152","Windows","10.0.19045","FALSE","TRUE","TRUE","jakas","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile122","MOBILE-122","Windows","10.0.26100","FALSE","TRUE","TRUE","jakas","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop152","LAPTOP-152","Windows","10.0.19045","FALSE","TRUE","TRUE","jakas","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc153","SEA-CONTRC-153","MacOS","14.5","TRUE","TRUE","TRUE","stevenw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile123","MOBILE-123","Windows","10.0.19045","TRUE","TRUE","TRUE","stevenw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc154","SEA-CONTRC-154","Windows","10.0.19045","TRUE","TRUE","TRUE","doughm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile124","MOBILE-124","MacOS","14.5","TRUE","TRUE","TRUE","doughm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop154","LAPTOP-154","Windows","10.0.22631","TRUE","TRUE","TRUE","doughm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc155","SEA-CONTRC-155","Android","14","TRUE","TRUE","TRUE","andread","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile125","MOBILE-125","Windows","10.0.19045","FALSE","TRUE","TRUE","andread","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop155","LAPTOP-155","Windows","10.0.19045","TRUE","TRUE","TRUE","andread","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc156","SEA-CONTRC-156","Windows","10.0.22631","TRUE","TRUE","TRUE","carlosg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile126","MOBILE-126","MacOS","14.5","FALSE","FALSE","TRUE","carlosg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop156","LAPTOP-156","Windows","10.0.22631","FALSE","FALSE","TRUE","carlosg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc157","SEA-CONTRC-157","MacOS","14.5","TRUE","TRUE","TRUE","chrism","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile127","MOBILE-127","Windows","10.0.19045","FALSE","FALSE","TRUE","chrism","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop157","LAPTOP-157","Windows","10.0.19045","FALSE","TRUE","TRUE","chrism","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc158","SEA-CONTRC-158","Windows","10.0.22631","TRUE","TRUE","TRUE","danb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile128","MOBILE-128","Windows","10.0.19045","TRUE","TRUE","TRUE","danb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop158","LAPTOP-158","Windows","10.0.19045","FALSE","TRUE","TRUE","danb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seacontrc159","SEA-CONTRC-159","Windows","10.0.22631","TRUE","TRUE","TRUE","danield","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile129","MOBILE-129","Windows","10.0.19045","FALSE","FALSE","TRUE","danield","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop159","LAPTOP-159","Windows","10.0.22631","TRUE","TRUE","TRUE","danield","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seafinaccoun160","SEA-FIN-ACCOUN-160","IPhone","17.5.1","FALSE","TRUE","TRUE","jamesw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile130","MOBILE-130","Windows","10.0.26100","TRUE","TRUE","TRUE","jamesw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc161","SEA-CONTRC-161","MacOS","14.5","FALSE","FALSE","TRUE","scottm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile131","MOBILE-131","Windows","10.0.19045","TRUE","TRUE","TRUE","scottm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate162","SEA-STRATE-162","Windows","10.0.22631","TRUE","TRUE","TRUE","reneel","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile132","MOBILE-132","MacOS","14.5","TRUE","TRUE","TRUE","reneel","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycconten163","NYC-CONTEN-163","Windows","10.0.22631","FALSE","TRUE","TRUE","carid","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile133","MOBILE-133","MacOS","14.5","TRUE","TRUE","TRUE","carid","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaconten164","SEA-CONTEN-164","Windows","10.0.26100","FALSE","FALSE","TRUE","alfonsp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile134","MOBILE-134","Windows","10.0.26100","FALSE","TRUE","TRUE","alfonsp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaconten165","SEA-CONTEN-165","IPhone","17.5.1","FALSE","FALSE","TRUE","matth","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile135","MOBILE-135","MacOS","14.5","TRUE","TRUE","TRUE","matth","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"loncrmstr166","LON-CRMSTR-166","Windows","10.0.26100","TRUE","TRUE","TRUE","lorrain","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile136","MOBILE-136","Windows","10.0.26100","TRUE","TRUE","TRUE","lorrain","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate167","SEA-STRATE-167","Windows","10.0.19045","FALSE","TRUE","TRUE","ibent","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile137","MOBILE-137","Android","14","TRUE","TRUE","TRUE","ibent","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaconten168","SEA-CONTEN-168","Windows","10.0.26100","FALSE","TRUE","TRUE","magnush","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile138","MOBILE-138","MacOS","14.5","TRUE","TRUE","TRUE","magnush","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop168","LAPTOP-168","IPhone","17.5.1","FALSE","FALSE","TRUE","magnush","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaconten169","SEA-CONTEN-169","MacOS","14.5","FALSE","FALSE","TRUE","erica","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile139","MOBILE-139","Android","14","FALSE","FALSE","TRUE","erica","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine170","SEA-ENG-ENGINE-170","Windows","10.0.22631","TRUE","TRUE","TRUE","corinnb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile140","MOBILE-140","MacOS","14.5","FALSE","TRUE","TRUE","corinnb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate171","SEA-STRATE-171","Windows","10.0.26100","FALSE","FALSE","TRUE","treyp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile141","MOBILE-141","Windows","10.0.22631","TRUE","TRUE","TRUE","treyp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales172","SEA-SALES-172","IPhone","17.5.1","TRUE","TRUE","TRUE","johnk","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile142","MOBILE-142","Windows","10.0.22631","TRUE","TRUE","TRUE","johnk","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate173","SEA-STRATE-173","Windows","10.0.19045","TRUE","TRUE","TRUE","parnak","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
